well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
G9,G,9,Blank,4.5,1B1,0304,Blank,NA,NA,NA,NA,0.17
H9,H,9,A,7,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.441
A10,A,10,A,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.155
B10,B,10,A,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.132
C10,C,10,A,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.144
D10,D,10,B,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.149
E10,E,10,B,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.083
F10,F,10,B,5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.15
G10,G,10,Blank,5,1B1,0304,Blank,NA,NA,NA,NA,0.073
H10,H,10,B,7,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.464
A11,A,11,A,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.365
B11,B,11,A,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.304
C11,C,11,A,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.319
D11,D,11,B,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.318
E11,E,11,B,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.324
F11,F,11,B,5.5,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.321
G11,G,11,Blank,5.5,1B1,0304,Blank,NA,NA,NA,NA,0.057
H11,H,11,B,7,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.514
A12,A,12,A,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.559
B12,B,12,A,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.537
C12,C,12,A,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.525
D12,D,12,B,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.516
E12,E,12,B,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.489
F12,F,12,B,6,1B1,0304,4,Gardnerella sp. 3,JCP8017B,1,1,0.499
G12,G,12,Blank,6,1B1,0304,Blank,NA,NA,NA,NA,0.049
H12,H,12,Blank,7,1B1,0304,Blank,NA,NA,NA,NA,0.051
A1,A,1,A,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.072
B1,B,1,A,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.073
C1,C,1,A,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.073
D1,D,1,B,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.072
E1,E,1,B,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.071
F1,F,1,B,3.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.073
G1,G,1,Blank,3.5,1B1,050X,Blank,NA,NA,NA,NA,0.07
H1,H,1,A,7,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.347
A2,A,2,A,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.109
B2,B,2,A,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.118
C2,C,2,A,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.116
D2,D,2,B,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.115
E2,E,2,B,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.112
F2,F,2,B,4,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.117
G2,G,2,Blank,4,1B1,050X,Blank,NA,NA,NA,NA,0.105
H2,H,2,A,7,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.379
A3,A,3,A,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.199
B3,B,3,A,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.202
C3,C,3,A,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.199
D3,D,3,B,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.201
E3,E,3,B,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.191
F3,F,3,B,4.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.197
G3,G,3,Blank,4.5,1B1,050X,Blank,NA,NA,NA,NA,0.17
H3,H,3,A,7,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.399
A4,A,4,A,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.137
B4,B,4,A,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.126
C4,C,4,A,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.128
D4,D,4,B,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.115
E4,E,4,B,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.108
F4,F,4,B,5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.117
G4,G,4,Blank,5,1B1,050X,Blank,NA,NA,NA,NA,0.085
H4,H,4,B,7,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.382
A5,A,5,A,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.156
B5,B,5,A,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.14
C5,C,5,A,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.145
D5,D,5,B,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.141
E5,E,5,B,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.138
F5,F,5,B,5.5,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.144
G5,G,5,Blank,5.5,1B1,050X,Blank,NA,NA,NA,NA,0.066
H5,H,5,B,7,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.384
A6,A,6,A,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.266
B6,B,6,A,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.251
C6,C,6,A,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.286
D6,D,6,B,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.274
E6,E,6,B,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.237
F6,F,6,B,6,1B1,050X,5,Gardnerella swidsinskii,UM224,1,1,0.233
G6,G,6,Blank,6,1B1,050X,Blank,NA,NA,NA,NA,0.059
H6,H,6,Blank,7,1B1,050X,Blank,NA,NA,NA,NA,0.061
G7,G,7,Blank,3.5,1B1,050X,Blank,NA,NA,NA,NA,0.072
G8,G,8,Blank,4,1B1,050X,Blank,NA,NA,NA,NA,0.107
G9,G,9,Blank,4.5,1B1,050X,Blank,NA,NA,NA,NA,0.174
G10,G,10,Blank,5,1B1,050X,Blank,NA,NA,NA,NA,0.074
G11,G,11,Blank,5.5,1B1,050X,Blank,NA,NA,NA,NA,0.059
G12,G,12,Blank,6,1B1,050X,Blank,NA,NA,NA,NA,0.049
H12,H,12,Blank,7,1B1,050X,Blank,NA,NA,NA,NA,0.05
A1,A,1,A,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.073
B1,B,1,A,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.072
C1,C,1,A,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.072
D1,D,1,B,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.072
E1,E,1,B,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.072
F1,F,1,B,3.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.074
G1,G,1,Blank,3.5,1B1,0708,Blank,NA,NA,NA,NA,0.069
H1,H,1,A,7,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.401
A2,A,2,A,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.103
B2,B,2,A,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.113
C2,C,2,A,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.112
D2,D,2,B,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.11
E2,E,2,B,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.108
F2,F,2,B,4,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.112
G2,G,2,Blank,4,1B1,0708,Blank,NA,NA,NA,NA,0.104
H2,H,2,A,7,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.46
A3,A,3,A,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.187
B3,B,3,A,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.194
C3,C,3,A,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.182
D3,D,3,B,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.193
E3,E,3,B,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.197
F3,F,3,B,4.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.199
G3,G,3,Blank,4.5,1B1,0708,Blank,NA,NA,NA,NA,0.173
H3,H,3,A,7,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.45
A4,A,4,A,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.173
B4,B,4,A,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.184
C4,C,4,A,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.184
D4,D,4,B,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.181
E4,E,4,B,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.183
F4,F,4,B,5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.185
G4,G,4,Blank,5,1B1,0708,Blank,NA,NA,NA,NA,0.086
H4,H,4,B,7,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.42
A5,A,5,A,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.237
B5,B,5,A,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.243
C5,C,5,A,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.25
D5,D,5,B,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.231
E5,E,5,B,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.234
F5,F,5,B,5.5,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.254
G5,G,5,Blank,5.5,1B1,0708,Blank,NA,NA,NA,NA,0.066
H5,H,5,B,7,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.412
A6,A,6,A,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.325
B6,B,6,A,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.387
C6,C,6,A,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.347
D6,D,6,B,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.331
E6,E,6,B,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.337
F6,F,6,B,6,1B1,0708,7,Gardnerella sp. 2,JCP8108,1,1,0.325
G6,G,6,Blank,6,1B1,0708,Blank,NA,NA,NA,NA,0.058
H6,H,6,Blank,7,1B1,0708,Blank,NA,NA,NA,NA,0.061
A7,A,7,A,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.077
B7,B,7,A,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.089
C7,C,7,A,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.088
D7,D,7,B,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.091
E7,E,7,B,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.093
F7,F,7,B,3.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.096
G7,G,7,Blank,3.5,1B1,0708,Blank,NA,NA,NA,NA,0.072
H7,H,7,A,7,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.446
A8,A,8,A,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.1
B8,B,8,A,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.126
C8,C,8,A,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.113
D8,D,8,B,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.119
E8,E,8,B,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.122
F8,F,8,B,4,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.125
G8,G,8,Blank,4,1B1,0708,Blank,NA,NA,NA,NA,0.108
H8,H,8,A,7,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.428
A9,A,9,A,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.173
B9,B,9,A,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.195
C9,C,9,A,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.186
D9,D,9,B,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.205
E9,E,9,B,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.201
F9,F,9,B,4.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.203
G9,G,9,Blank,4.5,1B1,0708,Blank,NA,NA,NA,NA,0.179
H9,H,9,A,7,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.437
A10,A,10,A,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.118
B10,B,10,A,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.138
C10,C,10,A,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.128
D10,D,10,B,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.137
E10,E,10,B,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.137
F10,F,10,B,5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.135
G10,G,10,Blank,5,1B1,0708,Blank,NA,NA,NA,NA,0.079
H10,H,10,B,7,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.432
A11,A,11,A,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.138
B11,B,11,A,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.146
C11,C,11,A,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.155
D11,D,11,B,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.16
E11,E,11,B,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.159
F11,F,11,B,5.5,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.16
G11,G,11,Blank,5.5,1B1,0708,Blank,NA,NA,NA,NA,0.059
H11,H,11,B,7,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.41
A12,A,12,A,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.249
B12,B,12,A,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.236
C12,C,12,A,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.241
D12,D,12,B,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.232
E12,E,12,B,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.219
F12,F,12,B,6,1B1,0708,8,Gardnerella swidsinskii,Gv5-1,1,1,0.231
G12,G,12,Blank,6,1B1,0708,Blank,NA,NA,NA,NA,0.049
H12,H,12,Blank,7,1B1,0708,Blank,NA,NA,NA,NA,0.05
A1,A,1,A,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.081
B1,B,1,A,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.08
C1,C,1,A,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.081
D1,D,1,B,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.071
E1,E,1,B,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.069
F1,F,1,B,3.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.071
G1,G,1,Blank,3.5,1B1,090X,Blank,NA,NA,NA,NA,0.071
H1,H,1,A,7,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.498
A2,A,2,A,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.114
B2,B,2,A,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.12
C2,C,2,A,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.118
D2,D,2,B,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.104
E2,E,2,B,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.102
F2,F,2,B,4,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.104
G2,G,2,Blank,4,1B1,090X,Blank,NA,NA,NA,NA,0.105
H2,H,2,A,7,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.58
A3,A,3,A,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.211
B3,B,3,A,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.221
C3,C,3,A,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.22
D3,D,3,B,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.173
E3,E,3,B,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.172
F3,F,3,B,4.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.174
G3,G,3,Blank,4.5,1B1,090X,Blank,NA,NA,NA,NA,0.174
H3,H,3,A,7,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.612
A4,A,4,A,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.196
B4,B,4,A,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.213
C4,C,4,A,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.199
D4,D,4,B,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.083
E4,E,4,B,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.081
F4,F,4,B,5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.085
G4,G,4,Blank,5,1B1,090X,Blank,NA,NA,NA,NA,0.087
H4,H,4,B,7,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.062
A5,A,5,A,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.283
B5,B,5,A,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.301
C5,C,5,A,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.313
D5,D,5,B,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.068
E5,E,5,B,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.065
F5,F,5,B,5.5,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.068
G5,G,5,Blank,5.5,1B1,090X,Blank,NA,NA,NA,NA,0.068
H5,H,5,B,7,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.064
A6,A,6,A,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.426
B6,B,6,A,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.455
C6,C,6,A,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.462
D6,D,6,B,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.06
E6,E,6,B,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.059
F6,F,6,B,6,1B1,090X,9,Gardnerella sp. 8,Gv101,1,1,0.065
G6,G,6,Blank,6,1B1,090X,Blank,NA,NA,NA,NA,0.062
H6,H,6,Blank,7,1B1,090X,Blank,NA,NA,NA,NA,0.065
G7,G,7,Blank,3.5,1B1,090X,Blank,NA,NA,NA,NA,0.073
G8,G,8,Blank,4,1B1,090X,Blank,NA,NA,NA,NA,0.107
G9,G,9,Blank,4.5,1B1,090X,Blank,NA,NA,NA,NA,0.186
G10,G,10,Blank,5,1B1,090X,Blank,NA,NA,NA,NA,0.085
G11,G,11,Blank,5.5,1B1,090X,Blank,NA,NA,NA,NA,0.061
G12,G,12,Blank,6,1B1,090X,Blank,NA,NA,NA,NA,0.051
H12,H,12,Blank,7,1B1,090X,Blank,NA,NA,NA,NA,0.052
A1,A,1,A,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.072
B1,B,1,A,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.075
C1,C,1,A,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.075
D1,D,1,B,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.073
E1,E,1,B,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.072
F1,F,1,B,3.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.074
G1,G,1,Blank,3.5,2A1,0102,Blank,NA,NA,NA,NA,0.07
H1,H,1,A,7,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.436
A2,A,2,A,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.111
B2,B,2,A,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.115
C2,C,2,A,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.115
D2,D,2,B,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.115
E2,E,2,B,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.112
F2,F,2,B,4,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.115
G2,G,2,Blank,4,2A1,0102,Blank,NA,NA,NA,NA,0.106
H2,H,2,A,7,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.497
A3,A,3,A,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.189
B3,B,3,A,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.201
C3,C,3,A,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.192
D3,D,3,B,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.199
E3,E,3,B,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.203
F3,F,3,B,4.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.221
G3,G,3,Blank,4.5,2A1,0102,Blank,NA,NA,NA,NA,0.206
H3,H,3,A,7,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.526
A4,A,4,A,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.146
B4,B,4,A,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.164
C4,C,4,A,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.149
D4,D,4,B,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.159
E4,E,4,B,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.152
F4,F,4,B,5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.158
G4,G,4,Blank,5,2A1,0102,Blank,NA,NA,NA,NA,0.09
H4,H,4,B,7,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.527
A5,A,5,A,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.211
B5,B,5,A,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.211
C5,C,5,A,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.205
D5,D,5,B,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.204
E5,E,5,B,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.213
F5,F,5,B,5.5,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.212
G5,G,5,Blank,5.5,2A1,0102,Blank,NA,NA,NA,NA,0.068
H5,H,5,B,7,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.503
A6,A,6,A,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.383
B6,B,6,A,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.37
C6,C,6,A,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.367
D6,D,6,B,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.352
E6,E,6,B,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.362
F6,F,6,B,6,2A1,0102,1,Gardnerella leopoldii,AMD,2,1,0.356
G6,G,6,Blank,6,2A1,0102,Blank,NA,NA,NA,NA,0.056
H6,H,6,Blank,7,2A1,0102,Blank,NA,NA,NA,NA,0.058
A7,A,7,A,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.076
B7,B,7,A,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.082
C7,C,7,A,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.079
D7,D,7,B,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.081
E7,E,7,B,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.083
F7,F,7,B,3.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.087
G7,G,7,Blank,3.5,2A1,0102,Blank,NA,NA,NA,NA,0.073
H7,H,7,A,7,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.428
A8,A,8,A,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.114
B8,B,8,A,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.112
C8,C,8,A,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.123
D8,D,8,B,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.113
E8,E,8,B,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.115
F8,F,8,B,4,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.117
G8,G,8,Blank,4,2A1,0102,Blank,NA,NA,NA,NA,0.114
H8,H,8,A,7,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.389
A9,A,9,A,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.187
B9,B,9,A,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.183
C9,C,9,A,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.184
D9,D,9,B,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.183
E9,E,9,B,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.186
F9,F,9,B,4.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.187
G9,G,9,Blank,4.5,2A1,0102,Blank,NA,NA,NA,NA,0.179
H9,H,9,A,7,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.368
A10,A,10,A,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.133
B10,B,10,A,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.133
